director_name,actor_name,genres,movie_title
Doug Liman,Aaron Taylor-Johnson,Drama Thriller War,the wall
Salamat Mukhammed-Ali,Armand Assante,Action,diamond cartel
Justin Barber,Florence Hartigan,Horror Mystery Sci-Fi,phoenix forgotten
Eduardo Casanova,Jon Kortajarena,Drama Comedy,skins
George C. Wolfe,Rose Byrne,Drama,the immortal life of henrietta lacks
Jason Connery,Peter Mullan,Drama Romance,tommy's honour
John Butler,Nicholas Galitzine,Drama,handsome devil
Ricardo de Montreuil,Demián Bichir,Drama,lowriders
Stefan Ruzowitzky,Violetta Schurawlow,Thriller,cold hell
Vincent J. Guastini Michael McQuown,Cortney Palm,Horror Sci-Fi Thriller,the dark tapes
Liam O'Donnell,Frank Grillo,Action Sci-Fi,beyond skyline
Gregori Viens,Henry Phillips,Comedy,punching henry
Ken Marino,Eugenio Derbez,Comedy,how to be a latin lover
Michael Winterbottom,Steve Coogan,Drama Comedy,the trip to spain
Dave McCary,Kyle Mooney,Comedy Drama,brigsby bear
Derik Murray Adrian Buitenhuis,Heath Ledger,Documentary,i am heath ledger
Fernando Coimbra,Nicholas Hoult,Drama War,sand castle
Robert Dyke,Sarah Butler,Action Sci-Fi Adventure,moontrap: target earth
Roman Karimov,Efim Petrunin,Comedy,"have fun, vasya!"
Park Kwang-hyun,Ji Chang-wook,Action,fabricated city
Michael Apted,Noomi Rapace,Action Thriller,unlocked
Eric D. Howell,Emilia Clarke,Drama Mystery Romance Thriller,voice from the stone
E.L. Katz,Nikolaj Coster-Waldau,Drama Comedy Thriller Crime,small crimes
Murat Kepez,Çaglar Çorumlu,Comedy,kolonya cumhuriyeti
Mark Lamprell,Dacre Montgomery,Comedy,a few less men
Richard Sears,Jena Malone,Drama Mystery Thriller,bottom of the world
Simon West,Dominic Cooper,Action Thriller,stratton
Azazel Jacobs,Debra Winger,Comedy,the lovers
S.S. Rajamouli,Prabhas,Action Adventure History War,baahubali 2: the conclusion
Juanita Wilson,Julia Garner,Drama Thriller,tomato red
Grant Humphreys,Ronan Quarmby,Sci-Fi,taking earth
Maccio Capatonda,Maccio Capatonda,Comedy,omicidio all'italiana
Joseph Cedar,Richard Gere,Comedy Thriller Drama,norman: the moderate rise and tragic fall of a new york fixer
Jamie Cymbal Ryan Simons,Jimmy Allen,Horror,seizure
Franck Khalfoun,Bella Thorne,Thriller Horror,amityville: the awakening
Sofia Coppola,Colin Farrell,Drama Western,the beguiled
Sierra Pettengill Pacho Velez,Ronald Reagan,Documentary,the reagan show
Edgar Wright,Ansel Elgort,Action Crime,baby driver
Bong Joon-ho,Tilda Swinton,Adventure Drama Fantasy Sci-Fi,okja
Jay Woelfel,Tim Thomerson,Horror,asylum of darkness
Lucia Aniello,Scarlett Johansson,Drama Comedy,rough night
Sean Foley,Julian Barratt,Comedy,mindhorn
Kevin Macdonald,Richard Madden,TV Movie Drama Sci-Fi,oasis
Vlad Yudin,Calum Von Moger,Documentary,generation iron 2
Amariah Olson Obin Olson,Jonathan Rhys Meyers,Sci-Fi Action Thriller,the shadow effect
Deven Bhojani,Vidyut Jamwal,Action,commando 2: the black money trail
Avgousta Zourelidi,Katy Townsend,Family Animation,monster high: electrified
Geremy Jasper,Danielle Macdonald,Drama,patti cake$
Andrey Zvyagintsev,Maryana Spivak,Drama,loveless
Mel Damski,Lacey Chabert,Romance TV Movie,moonlight in vermont
Jeff Garlin,Jeff Garlin,Comedy,handsome: a netflix mystery movie
Don Argott Sheena M. Joyce,Michael Uslan,Documentary,batman & bill
Ivan Silvestrini,Katrina Bowden,Drama Thriller,monolith
Tony E. Valenzuela,Robert Adamson,Horror,the axe murders of villisca
Brian Crano,Rebecca Hall,Comedy Romance,permission
Arnaud Desplechin,Mathieu Amalric,Drama Romance Thriller,ismael's ghosts
Jonathan Mostow,Sam Worthington,Action Thriller,the hunter's prayer
Lucien Jean-Baptiste,Lucien Jean-Baptiste,Comedy,he even has your eyes
Miguel Arteta,Salma Hayek,Comedy Drama,beatriz at dinner
Dylan Bank Morgan Pehme Daniel DiMauro,Roger Stone,Documentary,get me roger stone
Robert Kirbyson,John Hennigan,Action,boone: the bounty hunter
Kyle Balda Pierre Coffin,Steve Carell,Action Animation Adventure Family Comedy,despicable me 3
Hope Dickson Leach,Ellie Kendrick,Drama,the levelling
Alexi Pappas Jeremy Teicher,Alexi Pappas,Drama,tracktown
Rupert Goold,Tim Pigott-Smith,Drama,king charles iii
Lucas Pavetto,Bill Moseley,Drama Thriller,alcoholist
Phillip Guzman,Lori Petty,Horror Thriller,dead awake
Martin Provost,Catherine Frot,Comedy Drama,the midwife
Mark Williams,Gerard Butler,Drama,a family man
Barry Levinson,Robert De Niro,Crime Drama History TV Movie,the wizard of lies
Hiroyuki Seshita,Takahiro Sakurai,Action Animation Drama Horror Sci-Fi,blame!
Peter Malota,Jean-Claude Van Damme,Action,kill 'em all
Tim Smit,Dan Stevens,Sci-Fi,kill switch
Ana Lily Amirpour,Suki Waterhouse,Thriller Romance Sci-Fi,the bad batch
Sarah Harding,Rowan Atkinson,TV Movie Crime Mystery Thriller,maigrets night at the crossroads
Matt Reeves,Andy Serkis,Drama Sci-Fi War,war for the planet of the apes
Xavier Manrique,Shiloh Fernandez,Drama Comedy,chronically metropolitan
Luis Prieto,Halle Berry,Drama Thriller,kidnap
Derek Hui,Takeshi Kaneshiro,Comedy Romance,this is not what i expected
John Cameron Mitchell,Elle Fanning,Comedy Music Romance Sci-Fi,how to talk to girls at parties
Noah Baumbach,Adam Sandler,Comedy,the meyerowitz stories
David Michôd,Brad Pitt,Comedy Drama War,war machine
Josh Greenbaum,George Lazenby,Documentary Comedy,becoming bond
Rama Burshtein,Noa Kooler,Comedy Romance,the wedding plan
Richard Curtis Mat Whitecross,Hugh Grant,TV Movie Comedy Romance,red nose day actually
Nick Broomfield Rudi Dolezal,Whitney Houston,Music Documentary,whitney: can i be me
Luc Besson,Dane DeHaan,Adventure Sci-Fi Action,valerian and the city of a thousand planets
Mathieu Ratthe,Alex C. Nachi,Horror Sci-Fi Action,the gracefield incident
Amir Bar-Lev,Jerry Garcia,Music Documentary,long strange trip
Michael Barnett,Bill Nye,Documentary,the mars generation
Gábor Herendi Buda Gulyás,Ervin Nagy,Romance Adventure Drama History,kincsem
André Erkau,Kostja Ullmann,Comedy,happy burnout
Sergey Ginzburg,Konstantin Kryukov,Horror Action Fantasy Thriller,vamps
Bob Schultz Robert Conway,Whitney Moore,Drama Horror Thriller,breakdown lane
Guillaume Canet,Guillaume Canet,Comedy Music,rock'n roll
Brian Goodman,Jonathan Rhys Meyers,Thriller,black butterfly
Patrick O'Dell,Steve Rocco,Documentary,dumb: the story of big brother magazine
Emer Reynolds,Frank Drake,Documentary,the farthest
Toby Genkel Reza Memari,Tilman Döbler,Adventure Animation,a stork's journey
Nick Hamm,Timothy Spall,Drama,the journey
Roger Donaldson,Dwayne Cameron,Documentary,mclaren
Blake Freeman,Danny Trejo,Comedy Action Adventure,all about the money
Gerard Barrett,Chloë Grace Moretz,Drama,brain on fire
Kim Joon-Sung,Go Soo,Sci-Fi Thriller,lucid dream
Jason Bourque,Sean Bean,Thriller,drone
Patrik Syversen,Marte Germaine Christensen,Adventure,dragonheart: battle for the heartfire
Nicole Jones-Dion,Anna Harr,Adventure Sci-Fi,stasis
Anita Barbosa,Isis Valverde,Romance,amor.com
Frank Lotito,Roni Akurati,Comedy Family Drama,growing up smith
Deb Shoval,Lola Kirke,Drama,awol
Oren Uziel,Rainn Wilson,Thriller Crime Drama Mystery,shimmer lake
Alan Mak Anthony Pun,Huang Xuan,Action Crime Thriller,extraordinary mission
Tommy Wirkola,Noomi Rapace,Sci-Fi Thriller,what happened to monday
Ben Stassen Jérémie Degruson,Tom Beck,Animation Comedy,the son of bigfoot
Kentaro Hagiwara,Masataka Kubota,Action Drama Horror Thriller,tokyo ghoul
Ildikó Enyedi,Alexandra Borbély,Drama Romance,on body and soul
David Leitch,Charlize Theron,Action Thriller,atomic blonde
Gordon Chan,Vincent Zhao,Action History,god of war
Tommy Stovall,James Martinez,Drama Horror Mystery Thriller,aaron's blood
Kim Tae-yoon,Jung Woo,Drama,new trial
David Leveaux,Lily James,Drama,the exception
Jay Baruchel,Seann William Scott,Comedy,goon: last of the enforcers
Christopher Nolan,Fionn Whitehead,Action Drama History Thriller War,dunkirk
Bharathan,Vijay,Action,bairavaa
Alberto G. Rodriguez,Eric Roberts,Thriller Drama Mystery,the summoning
Mark Cullen,Bruce Willis,Action Comedy Thriller,once upon a time in venice
Carlo Guillermo Proto,Denis Harting,Documentary,resurrecting hassan
Bonni Cohen Jon Shenk,Al Gore,Documentary,an inconvenient sequel: truth to power
Neill Blomkamp,Sigourney Weaver,Action Sci-Fi,rakka
Thomas Q. Napper,Johnny Harris,Action Drama,jawbone
Sung-hoon Kim,Hyun Bin,Action Drama Comedy,confidential assignment
Alex Merkin,Dolph Lundgren,Action Thriller,altitude
David Firth,David Firth,Animation Comedy Sci-Fi,cream
Hatem Khraiche,Clara Lago,Drama Sci-Fi Romance,orbiter 9
John Scheinfeld,Denzel Washington,Documentary,chasing trane
Steve James,Neil Barofsky,Documentary,abacus: small enough to jail
Michael Bay,Mark Wahlberg,Action Sci-Fi Thriller Adventure,transformers: the last knight
Jonathan Teplitzky,Brian Cox,Drama Thriller War,churchill
Kabir Khan,Salman Khan,Drama History War,tubelight
Ronnie Thompson,Matthew Goode,Crime,the hatton garden job
Joel Hopkins,Diane Keaton,Romance Comedy,hampstead
Minhal Baig,Kyle Allen,Drama Romance,1 night
Michael John Warren Alex Timbers,Nick Kroll,Comedy,"oh, hello: on broadway"
Douglas Barr,Courtney Thorne-Smith,Mystery,site unseen: an emma fielding mystery
Phil Guidry Simon Herbert David Whelan,Monica Davis,Horror Mystery,savageland
Léa Mysius,Noée Abita,Drama,ava
Brent Bonacorso,Bella Thorne,Thriller Romance Drama,you get me
John Shea,Eric Dane,Thriller,grey lady
Joshua Safdie Ben Safdie,Robert Pattinson,Drama Thriller Crime,good time
Jason Flemyng,Charlie Cox,Action Comedy Horror,eat locals
Marc Waltman,Sanne Langelaar,Romance Drama,tuintje in mijn hart
Víctor García León,Santiago Alverú,Comedy,selfie
Han Han,Eddie Peng,Comedy Drama,duckweed
K. V. Anand,Vijay Sethupathi,Thriller Drama,kavan
Andrew J. Cohen,Amy Poehler,Comedy,the house
Laurent Bouzereau,Guillermo del Toro,War Documentary,five came back
Bailey Kobe,Julie McNiven,Romance Action Adventure Comedy Drama,the babymoon
Greg Barker,Jason Amerine,Documentary,legion of brothers
Carla Simón,Laia Artigas,Drama Family,summer 1993
Volker Schlöndorff,Stellan Skarsgård,Drama,return to montauk
Philippe Falardeau,Liev Schreiber,Drama,chuck
Paul Currie,Michiel Huisman,Drama Thriller,02:22
Christian Duguay,Dorian Le Clech,Drama,a bag of marbles
Brad Epstein,Alex Meneses,Comedy,ripped
Neill Blomkamp,Steve Boyle,Action Sci-Fi War,firebase
Jeff Orlowski,Andrew Ackerman,Documentary,chasing coral
Alexandre O. Philippe,Guillermo del Toro,Documentary,78/52
Kip Andersen Keegan Kuhn,Kip Andersen,Documentary,what the health
Joe Miale,Lee Pace,Sci-Fi,revolt
Timothy Woodward Jr.,Luke Hemsworth,Western,hickok
Joshua Tunick,Anthony Rapp,Drama,do you take this man
Nikolaj Arcel,Idris Elba,Action Western Sci-Fi Fantasy Horror,the dark tower
300ml,Selton Mello,Drama,soundtrack
Mohammad Hossein Mahdavian,Mehrdad Sedighian,Action Crime History,midday event
Jonathan Baker,Nicolas Cage,Thriller Drama,inconceivable
Alain Desrochers,Patrick Huard,Crime Comedy Action,bon cop bad cop 2
Alain Desrochers,Antonio Banderas,Action,security
Antonio Negret,Scott Eastwood,Thriller Action,overdrive
Dan Harris,Liam James,Comedy Drama,speech & debate
Jake Szymanski,Orlando Bloom,Comedy TV Movie,tour de pharmacy
Wayne Blair,Abigail Breslin,Music Drama Romance TV Movie,dirty dancing
Clay Staub,Milo Ventimiglia,Sci-Fi Thriller,devil's gate
Molly Smith Maurice Smith,Karolina Antosik,Fantasy Drama,abduction
Vanessa Gould,William McDonald,Documentary,obit
Craig Thompson,William Shatner,Documentary,the truth is in the stars
Anthony Leondis,T.J. Miller,Comedy Family Animation,the emoji movie
Abel Vang Burlee Vang,Saxon Sharbino,Horror Thriller,bedeviled
Ernie Barbarash,Adam Rayner,Action Adventure Crime,the saint
Riccardo Milani,Paola Cortellesi,Comedy,mom or dad?
John Jencks,Roger Allam,Comedy,the hippopotamus
Taylor Sheridan,Jeremy Renner,Action Crime Mystery Thriller,wind river
Tarik Saleh,Fares Fares,Thriller Drama,the nile hilton incident
Roman Volobuev,Svetlana Ustinova,Comedy Crime,blockbuster
Ric Roman Waugh,Nikolaj Coster-Waldau,Drama Crime Thriller,shot caller
Tony Giglio,Adrianne Palicki,Action Crime Thriller,s.w.a.t.: under siege
Manuk Depoyan,Arsen Shavlyuk,Family Comedy Animation Fantasy Adventure,the dragon spell
John R. Leonetti,Joey King,Fantasy Horror Thriller,wish upon
Malcolm D. Lee,Regina Hall,Comedy,girls trip
Gillian Robespierre,Jenny Slate,Comedy,landline
Kathryn Bigelow,John Boyega,Thriller Crime Drama History,detroit
Kogonada,John Cho,Drama,columbus
Heber Cannon Marston Sawyers Ian Wittenber Mariah Moore,Matt Fraser,Documentary,fittest on earth: a decade of fitness
Emilis Velyvis,Inga Jankauskaitė,Thriller,zero 3
Tommy Bertelsen,Troian Bellisario,Drama,feed
Ibai Abad,Lewis Rainer,Drama Music Romance,the girl from the song
Julian Radlmaier,Julian Radlmaier,Comedy,self-criticism of a bourgeois dog
Pierre Coré,Omar Sy,Adventure Animation Comedy Family,sahara
François Ozon,Marine Vacth,Thriller,the double lover
Steven C. Miller,Bruce Willis,Action Thriller,first kill
T.J. Martin Daniel Lindsay,Rodney King,Documentary,la 92
Kenny Ortega,Dove Cameron,TV Movie Family Action Comedy Music Adventure,descendants 2
Maria Sadowska,Magdalena Boczarska,Drama,the art of loving. story of michalina wislocka
Sam Garbarski,Anatole Taubman,Comedy Drama War,bye bye germany
Timothy Woodward Jr.,Kaiwi Lyman,Crime Drama Thriller,american violence
Philippe de Chauveron,Christian Clavier,Comedy,with open arms
Thomas Kruithof,François Cluzet,Thriller,scribe
Todd Grimes,Grey Griffin,Animation,lego dc super hero girls: brain drain
Pat Healy,Taylor Schilling,Comedy Crime,take me
Anshai Lal,Anushka Sharma,Fantasy Comedy Romance Drama,phillauri
Jim Strouse,Jessica Williams,Romance Comedy,the incredible jessica james
Farhad Mann,Adelaide Kane,Romance,can't buy my love
Hannaleena Hauru,Inka Haapamäki,Romance Comedy,thick lashes of lauri mäntyvaara
Jonathan A. Rosenbaum,Lou Diamond Phillips,Crime Comedy Action Family,cop and a half: new recruit
Ravi Udyawar,Sridevi Kapoor,Crime Drama Thriller,mom
Adam Robitel,Lin Shaye,Mystery Horror Thriller,insidious: the last key
Lauren Wolkstein,Alex Pettyfer,Thriller Drama,the strange ones
Simon West,Dominic Cooper,Action Thriller,stratton
Warwick Thornton,Bryan Brown,Drama History Western,sweet country
Jaume Collet-Serra,Liam Neeson,Action Thriller,the commuter
Babak Najafi,Taraji P. Henson,Thriller Action Crime,proud mary
Brett Donowho,Bruce Willis,Action,acts of violence
Trudie Styler,Alex Lawther,Comedy Drama,freak show
Sam Hoffman,Jemaine Clement,Comedy,humor me
Daniela Thomas,Adriano Carvalho,Drama,vazante
Hiromasa Yonebayashi,Ruby Barnhill,Fantasy Adventure Animation,mary and the witch's flower
Nicolai Fuglsig,Chris Hemsworth,Drama Action History War,12 strong
Christian Gudegast,Gerard Butler,Action Thriller Crime,den of thieves
Bethany Ashton Wolf,Alex Roe,Romance Drama Music,forever my girl
Wes Ball,Dylan O'Brien,Action Science Fiction,maze runner: the death cure
Ziad Doueiri,Adel Karam,Comedy Crime,the insult
Ben Lewin,Dakota Fanning,Comedy Drama,please stand by
The Spierig Brothers,Helen Mirren,Fantasy Mystery Thriller Horror,winchester
Sebastián Lelio,Daniela Vega,Drama,a fantastic woman
Mario Van Peebles,Mario Van Peebles,Action Horror Thriller,armed
Julius Onah,Daniel Brühl,Mystery Thriller Horror Science Fiction,the cloverfield paradox
Will Gluck,James Corden,Animation Adventure Family,peter rabbit
James Foley,Dakota Johnson,Drama Romance,fifty shades freed
Clint Eastwood,Anthony Sadler,Drama History Thriller,the 15:17 to paris
Marco Polo Constandse,Marco Polo Constandse (director); Omar Chaparro,Comedy,la boda de valentina
Brian Crano,Rebecca Hall,Comedy Romance Drama,permission
Holger Tappe,Emily Watson,Animation Family Fantasy Comedy,monster family
Alex Ross Perry,Emily Browning,Drama,golden exits
"Ryan Coogler (director/​screenplay); Joe Robert Cole (screenplay); Chadwick Boseman, Michael B. Jordan, Lupita Nyong'o, Danai Gurira, Martin Freeman, Daniel Kaluuya, Letitia Wright, Winston Duke, Angela Bassett, Forest Whitaker, Andy Serkis",Chadwick Boseman,Action Adventure Fantasy Science Fiction,black panther
Nick Park,Eddie Redmayne,Family Comedy Animation Adventure,early man
Andrey Zvyagintsev,Maryana Spivak,Drama,loveless
Sally Potter,Timothy Spall,Comedy Drama,the party
Mark Pellington,Jon Hamm,Drama,nostalgia
Lance Daly,Hugo Weaving,Drama Western,black '47
Bruce Macdonald,Taylor James,Action Drama Adventure,samson
"Jonathan Goldstein, John Francis Daley",Jason Bateman,Mystery Comedy Crime,game night
Alex Garland,Natalie Portman,Science Fiction Horror,annihilation
Michael Sucsy,Angourie Rice,Drama Fantasy Romance,every day
David Freyne,David Freyne (director); Ellen Page,Horror Drama Science Fiction,the cured
Brian O'Malley,Charlotte Vega,Drama Horror Romance Thriller,the lodgers
Francis Lawrence,Jennifer Lawrence,Mystery Thriller,red sparrow
Eli Roth,Bruce Willis,Action Crime Drama Thriller,death wish
Shawn Christensen,Logan Lerman,Drama Mystery,the vanishing of sidney hall
Samuel Maoz,Lior Ashkenazi,War Comedy,foxtrot
Usher Morgan,Elyse Price,Action Crime Thriller Drama Mystery,pickings
Ava DuVernay,Storm Reid,Adventure Science Fiction Family Fantasy,a wrinkle in time
Nash Edgerton,David Oyelowo,Comedy Action,gringo
Cory Finley,Olivia Cooke,Drama Thriller,thoroughbreds
Armando Iannucci,Steve Buscemi,Comedy History,the death of stalin
Paolo Virzì,Donald Sutherland,Drama Romance Adventure,the leisure seeker
Johannes Roberts,Christina Hendricks,Horror Thriller,the strangers: prey at night
Rob Cohen,Toby Kebbell,Action Crime Thriller,the hurricane heist
Roar Uthaug,Alicia Vikander,Action Adventure Fantasy,tomb raider
Greg Berlanti,Nick Robinson,Comedy Drama Romance,"love, simon"
Jon Erwin,Cloris Leachman,Music Drama,i can only imagine
José Padilha,Rosamund Pike,Thriller Drama Crime,7 days in entebbe
Laurie Collyer,Melissa Leo,Comedy,furlough
Eric England,Sophie Turner,Comedy Music,josie
Max Winkler,Zoey Deutch,Drama Comedy,flower
Steven S. DeKnight,John Boyega,Action Fantasy Science Fiction Adventure,pacific rim: uprising
Wes Anderson,Bryan Cranston,Adventure Comedy Animation,isle of dogs
John Stevenson,James McAvoy,Animation Family Fantasy,sherlock gnomes
Steven Soderbergh,Claire Foy,Horror Thriller,unsane
Andrew Hyatt,James Faulkner,History,"paul, apostle of christ"
Stanley Tucci,Geoffrey Rush,Drama History,final portrait
Scott Speer,Bella Thorne,Romance Drama,midnight sun
Ryan Justice,Amanda Delaney,Thriller,followers
Steven Spielberg,Tye Sheridan,Adventure Science Fiction,ready player one
Tyler Perry,Taraji P. Henson,Thriller,tyler perry's acrimony
Michael Mason,David A. R. White,Drama,god's not dead: a light in darkness
Aaron Katz,Lola Kirke,Action Thriller,gemini
Adam Rifkin,Burt Reynolds,Drama,the last movie star
John Krasinski,John Krasinski,Horror Drama Science Fiction,a quiet place
Kay Cannon,Leslie Mann,Comedy,blockers
Lynne Ramsay,Joaquin Phoenix,Thriller Drama,you were never really here
John Curran,Jason Clarke,Drama Thriller History,chappaquiddick
"Drew Fellman, David Douglas",Kristen Bell,Documentary,pandas
Andrew Haigh,Charlie Plummer,Drama Adventure,lean on pete
Sean McNamara,Helen Hunt,Drama,the miracle season
Brad Anderson,Jon Hamm,Action Thriller Drama,beirut
Brad Peyton,Dwayne Johnson,Action Adventure Science Fiction Fantasy,rampage
